Instance,Income
114324,86043
114325,64875
114326,204920
114327,31905
114328,148001
114329,54308
114330,184112
114331,142615
114332,33554
114333,58631
114334,28811
114335,93382
114336,9697
114337,17240
114338,14349
114339,7347
114340,57117
114341,667287
114342,11745
114343,45686
114344,40876
114345,90009
114346,132330
114347,164421
114348,15265
114349,25390
114350,16687
114351,181743
114352,26597
114353,185853
114354,199838
114355,94907
114356,27299
114357,50158
114358,18013
114359,57881
114360,176968
114361,128525
114362,9428
114363,25227
114364,188943
114365,67900
114366,169675
114367,46026
114368,30020
114369,19309
114370,31230
114371,32374
114372,123849
114373,190924
114374,60370
114375,51253
114376,90355
114377,141844
114378,53428
114379,24078
114380,133253
114381,315124
114382,284600
114383,112020
114384,36756
114385,16012
114386,361238
114387,16838
114388,115146
114389,68453
114390,237721
114391,12970
114392,169724
114393,52093
114394,482120
114395,134324
114396,401229
114397,38299
114398,303012
114399,29131
114400,46683
114401,40611
114402,31221
114403,294383
114404,90858
114405,62521
114406,151164
114407,36155
114408,46316
114409,21878
114410,15411
114411,33012
114412,71734
114413,189165
114414,100977
114415,20403
114416,92193
114417,193111
114418,42961
114419,48663
114420,159840
114421,217878
114422,17381
114423,116272
114424,240911
114425,118952
114426,24009
114427,261783
114428,64773
114429,45710
114430,43556
114431,67375
114432,27065
114433,13335
114434,48417
114435,39097
114436,36999
114437,78773
114438,24869
114439,14921
114440,122256
114441,368646
114442,88312
114443,50146
114444,48777
114445,89217
114446,167405
114447,18890
114448,25355
114449,25547
114450,57381
114451,326016
114452,17591
114453,406098
114454,20172
114455,28313
114456,137054
114457,26287
114458,9221
114459,90994
114460,123634
114461,34831
114462,82913
114463,30141
114464,317949
114465,122350
114466,84583
114467,237044
114468,147525
114469,564032
114470,87032
114471,28259
114472,76669
114473,40777
114474,69239
114475,50047
114476,178349
114477,219908
114478,62448
114479,193323
114480,191056
114481,187011
114482,33676
114483,57813
114484,37795
114485,134555
114486,39011
114487,53081
114488,57248
114489,54496
114490,28081
114491,45731
114492,119559
114493,337974
114494,53764
114495,58677
114496,52750
114497,114144
114498,28167
114499,48003
114500,24280
114501,251043
114502,12199
114503,280470
114504,50414
114505,52718
114506,54129
114507,85045
114508,50509
114509,31720
114510,47641
114511,134440
114512,161898
114513,77139
114514,89414
114515,146939
114516,129638
114517,78628
114518,71589
114519,155286
114520,78402
114521,76196
114522,248732
114523,57651
114524,333099
114525,120485
114526,16268
114527,381222
114528,243292
114529,19025
114530,374387
114531,328078
114532,33913
114533,42616
114534,40583
114535,13914
114536,48496
114537,194388
114538,8236
114539,32903
114540,20893
114541,129935
114542,43294
114543,102831
114544,131786
114545,319482
114546,52150
114547,89743
114548,64763
114549,14452
114550,125880
114551,29685
114552,35256
114553,38199
114554,42645
114555,90442
114556,33269
114557,47133
114558,179066
114559,24226
114560,292754
114561,35528
114562,17923
114563,113402
114564,83004
114565,60394
114566,59078
114567,47863
114568,34007
114569,133333
114570,19261
114571,41233
114572,124254
114573,150301
114574,55953
114575,528480
114576,50557
114577,157195
114578,35587
114579,157366
114580,443484
114581,243236
114582,45123
114583,88629
114584,10545
114585,45556
114586,71130
114587,26298
114588,55684
114589,171701
114590,404965
114591,643478
114592,42981
114593,55510
114594,155776
114595,37352
114596,200920
114597,200372
114598,393181
114599,527801
114600,51357
114601,163022
114602,61050
114603,38071
114604,83603
114605,266458
114606,97924
114607,76238
114608,47579
114609,69049
114610,84938
114611,17686
114612,203849
114613,55927
114614,27069
114615,240983
114616,95620
114617,197495
114618,81584
114619,346182
114620,132838
114621,57989
114622,134642
114623,37000
114624,181872
114625,85017
114626,26822
114627,41013
114628,18036
114629,109100
114630,43616
114631,154071
114632,227537
114633,35622
114634,36836
114635,59145
114636,217030
114637,203518
114638,27100
114639,24341
114640,73616
114641,11266
114642,17551
114643,356638
114644,56075
114645,21774
114646,141711
114647,208258
114648,197428
114649,116116
114650,41220
114651,76055
114652,41928
114653,46283
114654,33900
114655,47069
114656,49184
114657,29414
114658,149552
114659,60725
114660,228446
114661,174275
114662,110380
114663,93419
114664,38881
114665,53927
114666,70498
114667,73606
114668,44330
114669,22796
114670,44351
114671,91164
114672,27832
114673,125310
114674,248901
114675,47902
114676,318679
114677,50197
114678,43485
114679,108055
114680,56117
114681,63826
114682,138073
114683,145045
114684,40072
114685,702707
114686,49884
114687,29630
114688,127483
114689,162368
114690,51858
114691,133372
114692,32594
114693,93415
114694,62733
114695,402144
114696,24805
114697,27372
114698,12198
114699,273940
114700,90451
114701,93666
114702,84304
114703,41702
114704,133601
114705,45262
114706,115931
114707,161815
114708,84094
114709,224812
114710,154917
114711,45708
114712,64260
114713,14804
114714,245848
114715,53476
114716,23401
114717,33562
114718,63854
114719,8166
114720,150434
114721,157699
114722,33263
114723,149887
114724,34094
114725,145679
114726,156931
114727,331051
114728,30950
114729,355142
114730,26943
114731,54222
114732,65542
114733,17478
114734,21021
114735,49441
114736,24607
114737,189447
114738,73412
114739,109076
114740,204812
114741,29377
114742,67427
114743,24562
114744,367896
114745,52644
114746,297121
114747,75421
114748,179739
114749,129951
114750,215900
114751,22549
114752,87334
114753,257904
114754,34523
114755,25758
114756,160729
114757,41445
114758,19823
114759,119153
114760,210481
114761,31270
114762,342844
114763,70321
114764,191709
114765,40031
114766,73331
114767,89033
114768,20628
114769,29523
114770,123893
114771,86880
114772,581793
114773,29249
114774,893493
114775,86362
114776,123912
114777,40912
114778,71106
114779,166744
114780,409051
114781,192800
114782,73578
114783,152240
114784,200998
114785,20721
114786,32618
114787,31841
114788,196708
114789,270587
114790,64524
114791,83654
114792,482196
114793,52697
114794,16601
114795,12642
114796,14354
114797,39585
114798,29905
114799,61138
114800,50064
114801,546627
114802,659870
114803,2481
114804,286595
114805,50158
114806,102469
114807,9658
114808,825004
114809,40284
114810,53174
114811,75779
114812,146678
114813,397617
114814,149992
114815,33362
114816,92028
114817,79773
114818,7074
114819,22948
114820,461580
114821,72070
114822,77423
114823,293791
114824,71480
114825,70155
114826,27924
114827,1216687
114828,27889
114829,55531
114830,13780
114831,192962
114832,166171
114833,39999
114834,56379
114835,163534
114836,112133
114837,40199
114838,145145
114839,197493
114840,60100
114841,16567
114842,9063
114843,107232
114844,159744
114845,131682
114846,116448
114847,22312
114848,34473
114849,25363
114850,29955
114851,206052
114852,85664
114853,547928
114854,72238
114855,76955
114856,156893
114857,40619
114858,47599
114859,170059
114860,607480
114861,33477
114862,115160
114863,22427
114864,36518
114865,213513
114866,147413
114867,26905
114868,361611
114869,36051
114870,144007
114871,61863
114872,393853
114873,11433
114874,136920
114875,208347
114876,18558
114877,42578
114878,194936
114879,38128
114880,23472
114881,65717
114882,31101
114883,48936
114884,53479
114885,14315
114886,67177
114887,197941
114888,125711
114889,15052
114890,42589
114891,25908
114892,90242
114893,31896
114894,38501
114895,197724
114896,182673
114897,153986
114898,62730
114899,129513
114900,42006
114901,79267
114902,36685
114903,43827
114904,206116
114905,37241
114906,70214
114907,58184
114908,211718
114909,18849
114910,252221
114911,187235
114912,406106
114913,28124
114914,91954
114915,67104
114916,12606
114917,15216
114918,283207
114919,83317
114920,44829
114921,58438
114922,35291
114923,116389
114924,57858
114925,109960
114926,24547
114927,25653
114928,33623
114929,12475
114930,10692
114931,93149
114932,13507
114933,30179
114934,18541
114935,80897
114936,110119
114937,28597
114938,134120
114939,366272
114940,424092
114941,236024
114942,54390
114943,42671
114944,118987
114945,42988
114946,51415
114947,112112
114948,115323
114949,78447
114950,180008
114951,52858
114952,41932
114953,21078
114954,41296
114955,49905
114956,111549
114957,452291
114958,163557
114959,153357
114960,213457
114961,117506
114962,312298
114963,35192
114964,39265
114965,41458
114966,135285
114967,56636
114968,358319
114969,75612
114970,22154
114971,93086
114972,32567
114973,419371
114974,27853
114975,45877
114976,68448
114977,94171
114978,6207
114979,228165
114980,100871
114981,32225
114982,189949
114983,22967
114984,54077
114985,49493
114986,78600
114987,97737
114988,278232
114989,187471
114990,56582
114991,106772
114992,44736
114993,49316
114994,135947
114995,11326
114996,122073
114997,149492
114998,68372
114999,14589
115000,156996
115001,45250
115002,163890
115003,18770
115004,35724
115005,24084
115006,180988
115007,57933
115008,135417
115009,49107
115010,50253
115011,37501
115012,212134
115013,23543
115014,36222
115015,76206
115016,84916
115017,16776
115018,49610
115019,11956
115020,15021
115021,76699
115022,451673
115023,126547
115024,23383
115025,54147
115026,61710
115027,7486
115028,38088
115029,339021
115030,115130
115031,186347
115032,8780
115033,17039
115034,32171
115035,70076
115036,12404
115037,55746
115038,54194
115039,174326
115040,26438
115041,28477
115042,130663
115043,232822
115044,42976
115045,39834
115046,39601
115047,235090
115048,12064
115049,27069
115050,51559
115051,42303
115052,113541
115053,226526
115054,580831
115055,55635
115056,19343
115057,50843
115058,7186
115059,20074
115060,66261
115061,158134
115062,267046
115063,70128
115064,9429
115065,310066
115066,23069
115067,40382
115068,15457
115069,414166
115070,175446
115071,53534
115072,50069
115073,24133
115074,65484
115075,70043
115076,54668
115077,32043
115078,112268
115079,18113
115080,178912
115081,95699
115082,43515
115083,27984
115084,50171
115085,74280
115086,47905
115087,50598
115088,42767
115089,20210
115090,30028
115091,126631
115092,22313
115093,10208
115094,220131
115095,11901
115096,22553
115097,35925
115098,39754
115099,40387
115100,84446
115101,87649
115102,19013
115103,23328
115104,31938
115105,221269
115106,64338
115107,15442
115108,31080
115109,99544
115110,21757
115111,236180
115112,34633
115113,38735
115114,210640
115115,46881
115116,40649
115117,18066
115118,54442
115119,38201
115120,124336
115121,39829
115122,31540
115123,69352
115124,107678
115125,42520
115126,74547
115127,1863
115128,28747
115129,6044
115130,14522
115131,77409
115132,67097
115133,24451
115134,78310
115135,44805
115136,162727
115137,17716
115138,81818
115139,109773
115140,120504
115141,21542
115142,10962
115143,33598
115144,34450
115145,6366
115146,9757
115147,23192
115148,171321
115149,18224
115150,117734
115151,140047
115152,64276
115153,20266
115154,48642
115155,68234
115156,349035
115157,98790
115158,14607
115159,164226
115160,88016
115161,520430
115162,57437
115163,41195
115164,32004
115165,58016
115166,32764
115167,374761
115168,1341830
115169,58607
115170,37589
115171,73678
115172,51114
115173,7944
115174,32988
115175,116991
115176,13232
115177,27536
115178,121474
115179,22995
115180,23077
115181,42935
115182,346700
115183,491825
115184,255281
115185,75174
115186,505441
115187,67033
115188,116259
115189,75204
115190,22215
115191,377319
115192,119245
115193,69111
115194,54043
115195,54001
115196,143811
115197,97680
115198,48147
115199,59655
115200,48087
115201,112631
115202,212895
115203,63368
115204,32187
115205,52166
115206,186866
115207,127574
115208,64040
115209,14889
115210,28946
115211,34833
115212,82357
115213,13792
115214,37525
115215,20420
115216,363790
115217,153079
115218,99474
115219,32605
115220,23911
115221,46989
115222,147569
115223,178865
115224,560959
115225,122131
115226,109435
115227,18656
115228,72292
115229,216014
115230,35528
115231,27930
115232,108348
115233,35524
115234,68043
115235,83292
115236,38554
115237,25840
115238,110430
115239,139541
115240,381925
115241,67913
115242,164830
115243,58969
115244,275263
115245,653434
115246,48315
115247,54376
115248,71003
115249,418513
115250,187859
115251,65488
115252,307887
115253,571629
115254,29952
115255,72886
115256,37052
115257,122288
115258,91898
115259,143969
115260,31154
115261,59222
115262,12092
115263,36043
115264,28357
115265,171417
115266,46802
115267,50860
115268,136884
115269,146294
115270,39733
115271,70807
115272,35861
115273,17849
115274,162496
115275,134381
115276,29529
115277,25843
115278,443352
115279,361416
115280,37823
115281,378920
115282,344633
115283,22229
115284,28780
115285,68302
115286,10483
115287,20041
115288,179206
115289,188492
115290,64095
115291,126898
115292,265036
115293,104367
115294,261133
115295,87667
115296,149467
115297,154166
115298,41048
115299,31767
115300,104701
115301,38053
115302,78552
115303,36221
115304,33972
115305,135552
115306,21238
115307,26143
115308,137032
115309,106448
115310,694489
115311,88980
115312,82727
115313,553298
115314,27396
115315,29866
115316,6741
115317,45579
115318,190297
115319,31781
115320,33827
115321,568249
115322,28899
115323,68043
115324,241938
115325,39636
115326,37897
115327,332417
115328,252335
115329,58516
115330,34385
115331,91287
115332,58782
115333,151428
115334,495294
115335,42006
115336,96421
115337,54354
115338,283592
115339,44180
115340,41927
115341,29850
115342,27746
115343,23797
115344,47500
115345,426582
115346,34961
115347,411075
115348,60233
115349,21062
115350,102694
115351,319878
115352,197360
115353,120430
115354,250747
115355,79855
115356,47783
115357,35481
115358,30595
115359,214191
115360,62388
115361,455110
115362,290957
115363,64789
115364,109903
115365,66947
115366,87366
115367,60990
115368,45018
115369,210551
115370,45088
115371,47530
115372,239775
